feature,importance,pt
20,0.0,Abdominal wall wound
21,0.13353516602886908,Abdominal wall wound
22,0.19596586835191407,Abdominal wall wound
23,0.04896654588795304,Abdominal wall wound
24,0.0,Abdominal wall wound
25,0.022672651117669296,Abdominal wall wound
0,0.0007040553594844164,Abdominoplasty
1,0.0004669647141493149,Abdominoplasty
2,0.04692077944689227,Abdominoplasty
3,0.00018223993278280204,Abdominoplasty
4,0.040924620230110675,Abdominoplasty
5,0.026777875750004003,Abdominoplasty
6,0.05981035026647143,Abdominoplasty
7,0.04816861110405047,Abdominoplasty
8,0.0,Abdominoplasty
9,0.14147292921140403,Abdominoplasty
10,0.006554846440262041,Abdominoplasty
11,0.08067652098860975,Abdominoplasty
12,0.040397189074823016,Abdominoplasty
13,0.0,Abdominoplasty
14,0.0,Abdominoplasty
15,0.0,Abdominoplasty
16,0.002692859787906036,Abdominoplasty
17,0.03808616980737339,Abdominoplasty
18,0.012093607386103718,Abdominoplasty
19,0.06584506590586667,Abdominoplasty
20,0.11762890086433775,Abdominoplasty
21,0.09941142674265396,Abdominoplasty
22,0.1705602529847664,Abdominoplasty
23,0.0,Abdominoplasty
24,0.0,Abdominoplasty
25,0.0006247340019478506,Abdominoplasty
0,0.08897150700424993,Abnormal behaviour
1,0.08509273506463895,Abnormal behaviour
2,0.01921793248544544,Abnormal behaviour
3,0.005466529443286708,Abnormal behaviour
4,0.006717017358575307,Abnormal behaviour
5,0.0633345205826355,Abnormal behaviour
6,0.1419457655589239,Abnormal behaviour
7,0.0,Abnormal behaviour
8,0.04699165722765904,Abnormal behaviour
9,0.1232672712083575,Abnormal behaviour
10,0.0777039167404437,Abnormal behaviour
11,0.01838769994491735,Abnormal behaviour
12,0.001919264746818323,Abnormal behaviour
13,0.028783069157811897,Abnormal behaviour
14,0.05842299596320402,Abnormal behaviour
15,0.0007753573407832693,Abnormal behaviour
16,0.0429663259792292,Abnormal behaviour
17,0.021303060263901205,Abnormal behaviour
18,0.011151929442389664,Abnormal behaviour
19,0.0038904610459781106,Abnormal behaviour
20,0.025747116438156456,Abnormal behaviour
21,0.02182758141550056,Abnormal behaviour
22,0.010279829526316574,Abnormal behaviour
23,0.07130524430038156,Abnormal behaviour
24,0.01090368736987943,Abnormal behaviour
25,0.013627524390516224,Abnormal behaviour
0,0.039731789753774394,Abnormal clotting factor
1,0.03759046997966492,Abnormal clotting factor
2,0.002219971227456898,Abnormal clotting factor
3,0.03728973134991641,Abnormal clotting factor
4,0.062011083372222955,Abnormal clotting factor
5,0.0,Abnormal clotting factor
6,0.06667201893276893,Abnormal clotting factor
7,0.0,Abnormal clotting factor
8,0.0,Abnormal clotting factor
9,0.08986417755638207,Abnormal clotting factor
10,0.0,Abnormal clotting factor
11,0.02237896558218825,Abnormal clotting factor
12,0.04019052923885048,Abnormal clotting factor
13,0.07762103441781176,Abnormal clotting factor
14,0.026554041449886455,Abnormal clotting factor
15,0.06580622517685496,Abnormal clotting factor
16,0.12499962509534272,Abnormal clotting factor
17,0.0,Abnormal clotting factor
18,0.1175329577527183,Abnormal clotting factor
19,0.0,Abnormal clotting factor
20,0.07150038960448617,Abnormal clotting factor
21,0.0,Abnormal clotting factor
22,0.1,Abnormal clotting factor
23,0.0,Abnormal clotting factor
24,0.0,Abnormal clotting factor
25,0.018036989509674382,Abnormal clotting factor
0,0.012114420669005015,Abnormal dreams
1,0.0004212163786091021,Abnormal dreams
2,0.010162893409972387,Abnormal dreams
3,0.03648119499668635,Abnormal dreams
4,0.0,Abnormal dreams
5,0.15023676687194812,Abnormal dreams
6,0.05234139661288286,Abnormal dreams
7,0.008748427641992821,Abnormal dreams
8,0.004088454777270765,Abnormal dreams
9,0.1930064356070333,Abnormal dreams
10,0.21232873811830175,Abnormal dreams
11,0.040191121798452294,Abnormal dreams
12,0.031057929874825065,Abnormal dreams
13,0.04167688734935943,Abnormal dreams
14,0.06739974435536003,Abnormal dreams
15,0.0033268021666852917,Abnormal dreams
16,0.0,Abnormal dreams
17,0.00443664258406365,Abnormal dreams
18,0.006995574112740703,Abnormal dreams
19,0.04287992042882095,Abnormal dreams
